YSK4,ZKB3,CDC4,OVU3,GIB11,SAC4,URA11,OYC11,QJB3,UKK11,VYE4,EVH4,YTH11,URF3,ILC4,ZDN4,BIG11,MCA4,RRZ4,KEQ11,RZC4,HLD11,FUP4,JLI4,DJI3,BCM4,EZN11,HAC3,KQQ3,PFZ4,FCW3,XDA3,TFJ4,NFW3,JYH3,FMT3,LPL3,BSH4,ZUG11,CWF3,VJH4,GVV3,FJE11,QQC11,XMU4,CGD4,UDS3,LPI4,KWQ3,FAF4
953.4,488.69,847.69,386.59,252.39,353.45,822.1,1544.18,1419.43,3608.7,1057.6,19053.25,413.59,178.12,1033.4,347.01,652.74,595.39,486.15,325.38,2871.42,175.96,471.32,523.41,796.37,660.08,423.21,30773.13,486.97,1260.67,375.03,543.61,143.56,224.2,7771.28,38766.32,828.29,360.01,1372.7,4673.37,411.05,258.41,12084.18,1659.97,419.14,614.48,308.01,940.71,378.43,742.79
961.45,484.07,865.66,383.36,252.63,354.65,832.29,1531.69,1411.34,3609.01,1047.84,18917.98,417.93,180.83,1027.49,347.32,656.26,600.47,486.86,323.69,2848.95,174.76,467.42,527.05,789.83,656.84,420.01,31033.17,487.04,1254.68,375.33,536.92,142.4,223.26,7728.79,38438.82,822.86,362.82,1392.47,4667.68,406.09,257.68,12045.81,1656.16,413.38,606.79,300.89,956.01,376.38,736.05
970.47,483.18,867.58,385.68,248.77,354.67,825.35,1536.8,1407.97,3604.16,1046.19,18699.97,415.64,179.45,1037.3,354.62,651.06,592.61,488.7,321.8,2869.26,172.55,462.64,520.25,786.99,669.37,417.38,31599.26,481.92,1253.07,383.74,531.0,141.64,224.17,7788.21,38632.65,834.01,362.24,1384.29,4632.85,405.18,260.31,11871.88,1621.4,411.42,607.29,304.22,959.34,377.78,733.82
963.05,491.81,861.23,379.26,250.25,348.74,829.42,1538.97,1397.4,3584.08,1048.85,18916.46,420.06,177.77,1029.66,352.69,659.41,589.22,497.29,320.09,2873.97,173.41,460.88,517.65,784.88,681.32,419.77,31948.46,478.49,1261.63,381.98,532.46,142.34,226.89,7863.9,38934.93,824.12,363.48,1402.21,4558.19,407.79,258.12,11712.04,1614.94,408.62,602.2,303.11,960.02,374.38,729.72
964.21,490.42,860.58,383.06,254.72,351.95,824.46,1579.98,1396.07,3592.86,1046.2,18944.45,415.71,177.12,1021.5,346.23,671.36,579.27,491.21,319.17,2855.8,171.89,463.34,521.82,790.48,680.91,416.16,31451.43,473.93,1283.14,379.32,528.92,145.04,229.28,7864.39,39021.11,816.71,361.43,1392.9,4577.82,408.0,257.98,11595.16,1621.3,408.33,608.48,302.18,973.71,372.61,730.19
967.45,489.4,858.39,384.11,253.02,353.63,830.16,1616.82,1385.1,3543.73,1066.39,18758.44,418.18,176.85,1014.9,344.84,681.36,570.45,485.15,318.05,2865.31,172.44,463.66,527.92,785.38,687.03,416.36,31248.48,472.57,1285.32,385.82,536.68,146.12,228.76,7920.45,39721.94,823.68,359.83,1412.88,4630.68,412.91,258.2,11602.45,1630.28,408.49,605.21,304.96,966.71,383.1,737.8
982.1,481.65,860.28,384.47,254.99,350.16,829.15,1609.53,1385.17,3560.54,1077.29,18791.55,418.53,174.8,1026.98,344.9,682.62,571.01,484.49,315.34,2884.47,172.85,465.38,522.98,790.4,681.34,415.67,30937.53,479.8,1305.66,393.64,538.96,146.0,229.33,7986.04,39868.53,815.82,369.31,1403.69,4629.39,419.11,261.3,11560.26,1642.92,407.5,608.0,302.78,966.81,383.61,739.65
986.38,482.74,865.51,379.57,259.17,343.15,816.82,1620.51,1368.18,3579.82,1069.98,18784.32,421.53,170.88,1032.23,342.42,706.01,567.85,475.74,313.56,2872.15,174.08,463.34,518.81,775.77,672.02,418.85,30610.65,481.55,1264.48,392.26,534.93,146.63,229.79,8045.26,40126.63,813.16,373.14,1407.94,4635.72,423.22,264.95,11481.5,1658.69,404.13,613.19,298.92,964.65,385.24,740.73
992.63,486.61,864.32,380.57,260.31,338.68,819.58,1611.34,1363.78,3582.97,1082.69,18733.37,418.68,168.41,1019.35,344.25,695.87,562.79,475.68,320.86,2911.17,173.9,459.2,520.67,786.29,682.67,421.27,30512.79,479.77,1252.85,400.17,531.68,146.02,231.2,8051.28,39900.81,812.89,371.99,1413.58,4624.37,419.54,261.4,11541.68,1648.89,405.82,614.06,296.61,951.98,389.66,728.77
1008.65,479.21,850.28,378.4,257.41,335.3,820.85,1638.73,1360.75,3617.66,1071.6,18509.31,420.98,164.42,1013.26,344.02,700.07,562.54,475.1,318.25,2956.18,174.99,464.17,527.19,786.38,699.1,425.57,30348.68,477.02,1258.67,397.06,526.1,145.66,231.8,8026.36,39446.21,801.95,379.2,1413.57,4649.27,416.29,262.47,11569.69,1631.34,411.43,614.07,296.03,932.95,390.28,731.03
993.21,476.94,863.18,385.83,256.25,335.36,819.03,1619.91,1367.22,3667.94,1069.18,18567.79,423.55,165.43,1020.39,343.74,695.68,564.77,469.56,313.71,2904.29,177.78,467.99,522.12,797.75,690.42,424.27,30006.08,477.42,1242.45,395.42,527.15,146.14,230.43,7971.54,39410.05,807.22,375.19,1416.57,4642.37,416.19,264.66,11861.99,1639.82,410.71,608.91,294.27,927.43,391.92,724.74
974.47,485.79,867.43,390.41,251.99,336.22,828.62,1621.47,1361.23,3686.58,1077.79,18558.65,416.76,166.64,1024.19,344.96,686.38,567.89,469.37,313.45,2899.25,178.5,469.32,516.37,798.0,693.62,424.62,29610.61,481.91,1257.63,398.55,518.81,145.96,228.68,7891.97,39496.09,802.5,375.88,1394.48,4699.27,408.95,265.83,12052.07,1661.82,403.93,605.29,297.46,929.16,398.52,721.17
994.22,476.05,857.66,388.29,253.1,332.5,829.75,1632.24,1343.9,3731.78,1082.82,18479.13,413.77,163.63,1028.66,335.46,689.88,569.06,473.91,316.52,2927.36,178.88,467.79,511.39,804.65,700.46,421.26,29644.87,488.21,1261.3,397.67,522.47,146.39,226.95,7882.01,39971.64,813.84,380.3,1385.42,4711.71,404.63,267.89,12142.59,1683.59,402.68,607.32,298.7,928.53,399.27,737.72
987.56,467.46,844.4,388.02,251.95,332.52,832.92,1616.84,1318.85,3695.17,1077.71,18345.2,413.9,163.34,1021.41,338.86,702.03,571.65,472.36,316.91,2932.02,178.87,469.99,506.94,814.31,696.57,421.3,30123.84,484.27,1272.22,395.2,537.58,145.78,223.73,7874.97,40051.81,836.66,377.79,1422.3,4746.47,399.08,265.64,12289.25,1697.38,401.05,603.52,297.53,925.95,398.3,742.53
977.76,471.84,845.1,390.67,255.05,335.8,817.27,1619.86,1300.54,3710.17,1087.71,18620.4,411.62,163.31,1028.98,341.44,691.59,561.5,481.77,318.98,2981.19,177.07,475.12,500.86,808.99,696.76,423.96,29782.71,486.86,1273.06,402.36,539.83,145.2,225.74,7905.79,39909.49,832.7,372.24,1421.96,4665.57,399.25,266.73,12498.08,1685.15,401.24,598.53,294.78,931.38,398.11,743.34
991.1,460.58,855.71,385.46,253.24,337.21,814.77,1617.35,1312.22,3674.73,1081.82,18569.21,413.66,161.06,1021.2,340.5,702.31,563.8,483.48,315.19,3004.9,177.41,476.17,497.1,813.24,693.55,424.94,29682.23,481.17,1293.86,402.37,541.66,146.08,228.5,8008.84,39957.06,829.53,372.11,1432.21,4671.08,398.11,267.48,12412.02,1697.71,406.13,601.69,294.51,949.94,406.23,734.5
979.59,459.81,837.65,383.28,256.79,336.05,814.59,1617.19,1325.11,3623.39,1056.74,18891.24,411.45,157.55,1013.99,340.71,711.13,569.04,485.57,315.54,3005.69,178.38,484.19,501.57,814.52,689.24,423.7,29750.16,476.93,1299.04,398.7,532.41,145.88,229.43,8190.71,39873.05,841.77,369.51,1434.9,4633.16,404.92,266.5,12369.25,1687.05,399.43,603.65,290.68,958.43,413.22,725.52
967.29,466.46,844.64,388.44,258.03,336.71,819.34,1620.02,1322.2,3636.91,1058.79,18999.04,408.04,158.24,1019.43,337.91,713.98,567.47,473.83,317.34,3028.35,180.07,480.53,496.66,816.16,681.15,416.82,30070.41,474.06,1297.43,399.45,535.33,146.41,229.32,8322.34,40137.89,838.36,366.39,1421.99,4672.18,411.99,270.23,12348.1,1681.7,396.62,593.5,290.91,969.28,410.45,724.93
957.79,467.76,850.1,387.27,251.4,339.01,813.97,1623.7,1313.74,3589.86,1051.12,19159.56,406.08,157.65,1015.24,337.18,722.42,568.48,472.14,317.87,3013.65,178.82,483.15,495.95,807.5,672.08,411.58,29650.3,472.27,1288.98,397.77,535.46,147.42,229.01,8351.73,39797.39,832.24,369.95,1435.0,4618.43,410.0,273.9,12161.31,1676.46,399.12,587.6,294.06,982.98,407.12,728.87
943.97,466.71,849.9,392.76,250.8,338.46,810.31,1636.37,1331.84,3605.84,1058.59,18940.32,413.4,158.54,1017.65,332.51,723.63,571.75,458.22,319.02,3011.65,177.94,477.19,495.59,804.13,657.5,406.69,29511.66,471.14,1287.45,399.89,534.99,146.82,228.18,8409.51,39389.2,836.47,363.37,1434.09,4660.88,405.79,273.19,12146.05,1651.27,401.92,591.17,296.22,971.3,408.75,735.97
939.85,472.41,855.15,386.41,245.62,342.42,809.49,1651.0,1354.56,3645.95,1075.01,18965.73,422.05,157.44,1021.2,329.93,729.15,572.88,463.83,317.72,3005.16,179.25,471.7,493.43,798.75,654.95,409.18,29761.42,464.18,1290.13,401.49,538.86,147.27,229.52,8298.7,39739.67,842.2,366.26,1447.9,4658.51,409.57,274.36,12374.28,1665.51,395.83,595.72,295.81,969.23,419.37,721.29
922.49,469.73,851.64,379.92,244.83,349.65,824.68,1654.88,1360.36,3645.18,1087.12,18835.35,415.48,159.32,1024.07,329.32,729.65,570.18,462.4,323.26,2936.37,175.83,469.33,498.28,802.54,649.44,410.36,29824.17,464.93,1278.16,395.53,533.84,144.61,227.21,8539.75,39830.46,842.98,364.04,1454.45,4640.09,406.45,269.18,12306.42,1664.83,395.15,593.89,301.86,962.89,411.15,719.79
927.28,472.35,860.5,384.47,246.33,348.47,824.98,1646.15,1374.72,3623.47,1091.12,18732.51,417.73,158.37,1035.51,330.98,726.51,566.68,463.72,321.5,2988.6,174.99,463.43,501.12,809.07,652.17,408.91,29695.13,467.19,1277.19,390.52,528.98,146.16,228.13,8559.93,40237.91,826.37,360.88,1451.87,4666.57,395.96,266.05,12186.19,1675.0,394.34,596.74,299.05,963.98,410.05,721.44
937.75,475.31,848.43,384.77,246.7,347.13,840.58,1657.88,1366.23,3671.0,1095.97,18545.43,421.16,159.31,1021.37,331.24,731.88,572.66,460.2,322.34,3019.05,172.73,465.8,499.19,813.77,656.74,413.06,29607.11,463.14,1273.71,396.2,532.13,144.84,225.26,8501.03,40192.57,809.11,365.04,1471.71,4719.29,394.83,263.98,12201.93,1681.32,389.0,593.28,297.39,978.53,418.75,732.2
926.58,471.92,843.6,378.67,246.66,348.8,858.58,1653.44,1371.1,3596.2,1099.24,18846.48,417.37,159.21,1046.7,334.13,732.11,576.02,460.53,321.23,3024.28,173.4,470.64,496.64,825.43,658.48,410.16,29320.81,457.4,1270.59,391.38,540.26,144.11,222.37,8562.7,39899.3,795.15,362.33,1479.8,4718.88,402.07,266.06,12256.82,1675.29,387.87,592.55,295.94,977.7,417.29,736.14
938.03,468.78,837.8,379.99,249.88,352.82,860.65,1669.88,1339.62,3666.94,1095.34,18765.83,422.3,161.81,1049.46,335.89,732.34,579.77,461.81,322.46,3066.71,172.47,469.24,499.86,824.31,647.9,414.7,29313.83,456.95,1276.93,389.87,542.26,144.29,222.27,8508.42,39587.08,798.94,362.85,1484.04,4642.74,402.83,267.12,12229.81,1658.51,386.69,594.03,297.58,971.77,411.54,738.01
938.3,465.64,846.12,379.38,251.54,352.89,865.64,1670.21,1347.73,3633.2,1086.1,18791.37,417.19,161.78,1070.24,335.76,733.91,579.4,457.48,326.76,3069.82,174.76,473.59,500.97,821.29,653.0,414.5,29225.78,462.1,1268.01,385.9,533.59,144.28,224.49,8515.81,38785.22,799.4,363.27,1511.2,4622.93,398.52,266.69,12231.52,1658.78,385.56,577.95,295.81,974.71,415.79,731.76
955.43,455.85,832.47,382.42,252.87,359.67,858.56,1663.25,1353.37,3612.84,1106.73,18533.76,421.77,162.48,1062.31,331.76,720.41,568.07,467.1,324.51,3077.39,176.15,466.61,492.51,816.98,653.36,410.9,29479.31,455.4,1263.16,381.19,540.48,146.16,225.17,8532.6,39435.34,806.87,365.72,1490.83,4609.54,397.38,266.0,12147.53,1638.53,388.14,582.04,293.55,973.88,408.27,713.92
947.5,466.65,835.63,379.9,252.55,361.09,842.41,1647.83,1345.36,3554.76,1115.14,18431.81,417.23,164.09,1044.13,334.97,715.48,571.75,470.62,319.77,3017.5,174.86,467.8,491.75,835.82,656.11,409.06,29825.13,457.13,1270.18,387.05,544.84,143.67,224.73,8455.25,39982.45,801.9,359.63,1481.31,4640.37,400.43,269.44,12133.03,1632.14,379.98,583.56,295.31,974.38,408.8,716.11
956.7,465.64,834.9,387.17,256.72,357.97,847.07,1627.37,1337.0,3566.46,1129.11,18472.37,420.54,163.52,1039.99,338.89,712.94,575.39,474.0,320.16,3003.85,174.42,473.96,496.28,846.2,656.04,406.7,30107.52,449.95,1257.75,386.09,550.44,143.03,225.64,8546.62,39438.8,802.89,358.06,1466.64,4666.9,400.34,265.18,12042.31,1632.61,378.56,589.0,295.11,990.72,409.78,719.55
957.33,456.64,834.42,392.58,259.99,359.14,839.77,1640.53,1346.24,3581.62,1150.78,18308.59,418.56,167.84,1051.15,339.08,706.1,569.97,471.26,318.31,2957.83,171.68,473.16,494.95,845.09,671.6,406.16,29757.07,444.93,1247.55,390.72,549.09,144.32,227.35,8473.89,39553.41,811.6,356.47,1448.29,4626.71,401.73,264.07,12107.72,1645.22,378.19,594.0,297.22,1003.37,410.1,715.37
956.92,454.94,825.82,389.34,259.45,359.51,827.93,1648.87,1367.23,3597.53,1165.18,18218.44,416.05,163.43,1056.15,336.24,697.55,564.2,470.22,317.22,2931.85,169.21,473.26,493.53,844.89,665.83,410.89,29129.53,445.67,1220.17,386.5,556.06,144.41,227.04,8458.92,39486.71,821.45,361.11,1436.95,4725.8,399.77,263.19,12010.38,1652.91,373.72,587.05,294.79,998.82,409.29,722.98
952.36,462.63,819.03,389.04,256.15,365.72,832.1,1650.21,1356.75,3601.58,1167.18,18228.3,406.52,166.25,1041.48,340.74,692.23,563.24,472.76,314.89,2926.37,168.03,466.41,500.74,838.79,672.6,402.55,28993.84,446.48,1210.09,391.1,554.13,144.23,229.06,8393.75,39683.5,822.49,360.25,1454.54,4695.98,399.43,256.75,11967.02,1657.59,375.58,578.32,298.55,1018.36,414.2,725.55
952.41,463.04,814.94,384.3,258.73,364.05,840.71,1663.11,1363.07,3606.08,1171.75,18233.37,409.96,167.3,1021.53,340.03,690.54,567.15,475.64,316.94,2891.04,165.83,466.25,495.79,833.66,670.42,405.2,28832.94,445.82,1195.46,391.59,557.43,146.54,229.08,8412.08,40197.51,817.66,364.07,1446.03,4695.15,396.91,257.38,12023.85,1655.26,378.95,578.14,303.01,1032.26,413.44,725.71
944.45,467.35,809.67,378.3,258.17,374.07,836.65,1648.94,1364.9,3575.8,1164.73,18275.26,405.08,167.75,1034.71,345.65,697.42,565.61,470.13,313.51,2890.87,165.78,469.9,504.39,834.48,680.19,401.1,28220.38,440.79,1208.55,390.68,552.98,147.51,230.1,8471.83,39700.94,821.38,361.72,1454.95,4697.72,392.04,255.16,12227.26,1657.01,377.73,576.22,307.66,1040.01,412.39,728.59
924.48,464.61,814.11,380.95,260.13,378.27,845.61,1663.27,1369.36,3515.02,1167.33,17857.76,397.29,166.46,1041.33,342.02,708.72,560.04,472.67,311.54,2887.55,167.24,466.83,499.88,831.52,694.9,402.44,28442.95,436.8,1188.2,386.41,549.58,145.57,229.94,8452.14,39779.93,833.0,362.5,1466.33,4655.34,387.67,258.27,12231.26,1684.15,376.88,581.84,308.92,1027.27,418.97,729.6
922.85,463.51,820.84,388.06,265.21,377.86,852.47,1654.49,1362.87,3544.69,1157.13,18051.71,395.27,166.79,1029.59,341.55,721.53,558.63,470.2,306.21,2851.97,166.06,466.33,506.73,833.15,696.18,406.52,28650.79,439.16,1218.05,385.58,546.39,145.34,231.52,8537.44,39692.6,832.07,369.13,1465.1,4600.13,391.59,254.56,12000.81,1684.78,382.26,587.14,312.53,1009.06,415.97,725.66
928.75,464.3,836.76,387.08,267.93,378.4,852.65,1628.55,1366.76,3573.82,1174.47,18005.19,391.75,165.36,1032.91,338.94,725.07,564.2,470.98,304.93,2821.71,166.02,461.34,501.22,826.44,693.7,413.07,28640.93,442.66,1222.75,383.26,549.97,144.48,232.79,8523.77,39864.34,827.83,366.72,1470.08,4637.46,386.11,254.57,11908.77,1680.42,385.63,589.17,316.91,1012.45,416.08,736.29
929.24,473.47,827.26,387.12,264.03,378.82,854.06,1647.38,1360.58,3616.18,1164.71,18057.88,384.77,163.41,1024.03,343.88,724.48,566.5,467.87,305.11,2838.24,166.12,458.01,497.54,845.94,691.61,409.49,28369.77,439.6,1230.1,376.9,543.74,145.03,233.04,8371.8,40216.09,823.88,362.4,1474.77,4585.49,381.05,256.0,11805.54,1654.36,390.12,584.78,321.4,999.42,413.34,738.59
932.12,476.89,828.65,387.92,265.04,379.47,844.99,1631.14,1359.59,3598.56,1169.32,17985.79,382.78,163.93,1026.84,348.17,743.24,563.58,472.53,305.52,2834.57,164.17,456.78,493.89,824.93,698.02,419.04,28370.11,437.64,1233.95,378.12,537.4,144.84,231.83,8444.99,40576.47,834.12,365.73,1467.76,4627.74,379.18,256.91,11802.6,1646.08,390.92,584.35,323.24,995.95,413.75,745.93
934.49,479.1,842.81,382.92,266.7,380.33,839.53,1642.32,1345.91,3527.3,1166.38,18025.3,385.17,164.7,1041.22,347.34,744.76,560.42,469.38,304.26,2884.41,161.6,451.99,498.74,820.62,700.81,424.85,28902.16,440.52,1249.59,378.45,552.52,143.54,233.3,8467.86,41030.59,820.85,364.65,1487.14,4583.46,378.08,259.67,11773.64,1650.37,396.05,571.15,320.34,965.58,414.12,753.99
947.91,481.89,845.05,380.38,266.88,371.33,838.14,1620.41,1355.45,3502.06,1191.72,17951.57,381.57,163.2,1039.95,344.97,742.5,565.41,473.97,303.31,2862.1,161.94,449.17,504.13,830.79,701.1,423.96,28829.68,437.39,1259.11,379.31,546.33,143.62,236.1,8494.25,40707.69,820.64,371.01,1510.14,4592.87,375.41,259.03,11835.73,1639.51,395.11,576.46,318.58,967.01,414.86,752.17
956.64,474.62,850.43,381.93,267.39,375.08,833.35,1625.82,1348.32,3477.73,1182.94,17793.36,384.62,162.35,1055.28,349.97,746.27,569.32,475.64,299.81,2910.06,159.59,448.61,500.91,841.92,695.91,425.57,29134.11,442.14,1255.17,378.52,537.84,144.39,240.17,8474.08,40452.13,827.07,370.89,1526.25,4531.46,377.24,260.88,11876.07,1626.76,389.53,583.79,315.17,970.79,417.1,752.72
949.64,466.45,844.65,389.06,269.37,370.38,840.68,1637.71,1370.76,3551.87,1205.39,17554.79,385.16,164.48,1077.47,346.27,736.06,569.82,484.92,299.45,2899.11,159.13,454.09,507.23,846.18,686.39,425.92,29365.17,439.49,1254.11,377.54,545.48,141.91,242.78,8509.75,39939.28,829.74,370.79,1500.42,4522.02,383.41,263.57,11832.9,1640.49,382.73,586.55,316.83,955.44,416.3,743.32
936.8,466.32,837.17,391.59,268.23,368.75,837.06,1626.34,1384.03,3495.34,1202.76,17510.14,390.14,167.43,1092.49,346.87,732.66,566.23,490.29,298.13,2877.68,158.14,456.38,503.86,847.75,678.08,423.22,29197.41,443.32,1269.45,377.57,541.4,140.62,243.81,8417.54,40218.73,830.04,371.99,1502.87,4501.19,384.1,260.01,11823.08,1632.68,385.42,589.23,317.3,962.76,415.46,741.91
949.65,470.22,836.12,387.59,271.46,366.2,849.71,1650.89,1399.7,3474.42,1194.91,17384.23,388.56,167.08,1076.68,347.28,720.92,575.45,479.2,295.87,2885.35,157.74,458.39,509.61,856.97,669.37,419.94,29340.76,445.12,1261.26,371.05,550.75,140.32,242.44,8496.68,39681.31,834.33,375.25,1495.56,4492.27,379.84,260.55,11471.62,1648.77,384.97,587.35,314.33,963.31,405.17,739.04
958.44,471.59,829.49,385.15,271.25,366.31,839.81,1659.65,1395.7,3462.02,1178.69,17279.82,389.97,170.16,1062.15,344.18,710.55,573.33,475.31,299.25,2819.56,157.85,453.43,509.42,848.48,667.14,416.69,29324.01,436.22,1288.14,375.29,540.5,140.02,242.04,8367.41,40034.91,840.33,376.17,1514.32,4501.2,382.25,255.66,11220.28,1660.56,386.21,587.22,312.97,943.28,413.09,743.7
947.32,471.52,845.68,386.4,273.25,368.9,843.99,1686.02,1404.95,3447.34,1182.1,17106.57,384.47,166.78,1075.1,348.22,711.22,570.25,470.34,301.73,2824.21,157.24,457.08,509.99,829.64,662.79,420.02,29863.9,441.21,1270.98,375.64,543.84,138.73,238.75,8480.79,40068.46,841.17,374.24,1518.21,4440.31,386.82,256.63,11240.4,1683.42,387.4,587.41,309.82,938.55,409.48,742.49
939.71,472.43,825.82,389.63,271.34,368.12,863.56,1713.73,1394.44,3406.34,1156.03,17019.4,387.17,164.64,1085.1,347.54,704.41,577.56,472.41,301.04,2817.43,156.8,452.78,504.74,831.47,660.15,416.41,29618.74,444.08,1310.1,380.5,543.01,137.85,238.29,8552.64,39358.76,837.8,375.45,1546.29,4422.54,382.2,250.39,11253.01,1703.66,392.36,589.75,307.68,925.4,403.38,738.33
937.3,470.14,809.46,394.81,272.85,370.39,865.63,1714.0,1410.43,3362.86,1156.94,17009.38,381.82,164.02,1091.84,347.69,703.28,590.79,468.56,297.67,2839.13,155.0,453.68,511.15,844.93,664.09,422.87,30221.64,440.22,1291.37,376.87,541.92,136.07,239.48,8732.08,40012.1,836.26,377.9,1533.1,4472.2,385.79,250.12,11144.06,1724.63,384.63,587.56,305.77,910.09,411.53,757.35
944.01,470.53,799.61,392.48,271.0,372.43,848.68,1721.12,1410.24,3346.51,1173.91,16893.92,385.01,162.68,1088.77,344.3,702.03,595.65,467.61,297.84,2839.18,156.17,463.27,512.5,854.82,647.09,420.09,30393.4,435.65,1279.37,376.99,542.33,135.83,242.09,8661.55,40377.06,848.73,379.38,1534.96,4480.3,384.29,253.29,11032.69,1733.96,378.99,584.05,311.49,915.5,417.2,752.67
935.45,465.2,808.44,389.14,273.58,382.45,841.59,1750.29,1413.3,3296.11,1178.08,16616.08,392.81,161.88,1090.72,337.2,688.29,598.35,472.83,296.43,2823.59,157.41,454.74,512.53,851.08,650.37,419.73,29833.46,432.98,1300.82,373.38,535.49,137.7,247.18,8674.88,40678.23,841.42,372.71,1551.09,4499.68,383.88,248.09,10882.48,1719.3,379.03,588.82,309.91,896.44,419.41,747.61
942.41,467.78,808.48,386.78,270.53,380.55,844.64,1735.74,1379.7,3292.7,1187.53,16415.31,394.36,161.42,1102.94,340.32,680.1,600.85,468.85,295.16,2806.65,156.58,450.23,510.06,852.02,643.98,419.28,29964.15,431.75,1291.08,366.41,529.95,137.71,248.28,8676.66,40141.77,852.09,372.03,1547.85,4475.06,390.62,246.95,10832.51,1710.96,376.51,593.88,309.89,890.78,415.73,739.31
949.41,462.98,791.85,388.77,267.89,385.08,844.89,1725.67,1369.96,3293.68,1176.51,16649.69,400.06,161.12,1088.87,342.62,665.75,595.01,475.72,292.4,2801.52,156.8,454.06,502.09,853.01,639.79,428.47,29267.95,427.38,1301.2,366.08,527.45,136.2,248.37,8709.04,40563.44,841.38,370.82,1526.04,4506.59,389.84,244.51,10823.57,1715.53,376.54,597.07,310.24,877.97,414.37,727.37
946.83,463.35,793.45,396.48,263.28,381.5,844.15,1721.17,1374.41,3239.85,1180.99,16438.44,396.54,160.56,1106.88,340.49,671.63,581.11,466.6,294.18,2816.75,155.65,454.24,511.47,848.65,638.06,425.21,29444.19,430.32,1307.84,365.84,525.33,135.74,247.47,8704.02,40797.54,833.81,374.4,1531.34,4559.16,386.22,244.69,10794.22,1721.17,377.61,584.91,312.24,866.76,415.02,734.98
944.49,462.71,791.16,397.32,264.46,382.85,840.48,1751.66,1381.0,3241.25,1186.92,16323.44,398.92,157.43,1118.98,337.87,668.01,582.79,477.0,293.59,2770.7,155.72,442.8,507.62,846.78,646.08,431.83,28921.56,436.35,1293.51,362.77,537.08,134.03,252.23,8883.74,41436.97,834.97,374.22,1533.57,4608.78,384.14,246.37,10769.81,1719.55,370.93,589.38,308.9,850.23,413.82,731.69
936.09,465.03,806.93,401.53,262.39,377.1,851.08,1787.69,1369.99,3211.29,1168.51,16224.65,393.53,161.34,1115.36,334.95,668.51,582.21,482.07,294.28,2719.41,159.11,448.8,509.71,841.49,658.62,421.18,28735.46,441.4,1280.06,364.1,530.57,132.96,252.87,8800.87,41192.13,843.1,376.53,1514.7,4711.78,380.19,245.61,10751.62,1714.74,369.46,593.19,312.02,851.71,417.28,741.34
926.11,471.61,819.51,402.09,264.44,382.32,842.24,1795.34,1369.06,3252.97,1181.99,16299.53,392.08,162.32,1125.36,334.95,660.35,574.33,474.91,293.16,2761.62,158.93,451.24,508.16,845.14,652.23,423.68,28564.2,440.8,1271.15,363.34,537.53,132.79,251.35,8785.67,41063.98,832.18,375.92,1526.74,4729.42,382.93,244.2,10679.84,1732.31,365.24,598.4,312.34,836.39,412.93,738.05
935.92,466.55,807.18,405.91,262.78,382.15,845.88,1775.08,1359.31,3276.17,1188.71,16311.97,389.52,162.37,1109.93,336.64,670.78,573.46,487.51,291.35,2743.64,156.42,443.56,503.18,860.58,650.15,427.93,28210.52,433.4,1276.1,363.76,533.05,131.66,247.78,8922.7,41936.56,827.66,375.38,1557.18,4751.05,387.24,246.47,10825.59,1724.04,364.76,598.5,309.46,851.16,413.27,731.11
945.31,473.74,816.95,414.22,260.64,390.45,862.14,1772.86,1362.19,3335.45,1178.93,16294.14,385.9,162.75,1113.42,339.66,680.0,570.41,488.02,285.44,2791.98,156.8,443.32,512.24,851.85,650.12,422.73,28121.38,425.29,1279.21,359.85,524.35,129.69,248.9,8859.25,42283.62,813.26,376.53,1556.9,4791.27,393.04,247.42,10872.97,1731.81,367.05,598.75,313.05,853.54,413.24,721.37
937.71,466.08,818.57,412.99,263.35,386.86,853.88,1782.09,1356.59,3371.47,1202.37,16662.0,385.38,164.01,1102.97,343.21,671.45,574.58,487.08,287.72,2736.45,157.62,438.74,510.29,849.54,654.8,424.66,28292.21,421.03,1283.86,365.87,519.18,129.71,245.89,8934.87,41791.41,814.12,376.67,1542.46,4751.81,394.43,247.43,10744.08,1729.28,363.06,598.94,312.5,840.43,415.81,714.02
934.49,467.4,830.71,410.34,263.26,393.0,855.66,1746.76,1353.7,3391.18,1187.25,16610.63,389.15,164.64,1096.06,337.98,687.24,571.86,489.82,286.15,2731.45,159.57,435.87,511.85,860.51,657.06,423.89,28402.35,420.99,1303.0,366.28,519.81,127.49,240.98,8876.35,42096.05,814.97,377.33,1552.79,4750.33,393.76,243.73,10796.45,1755.42,357.45,592.94,311.92,838.39,409.48,704.3
933.31,475.26,822.5,414.33,265.86,389.68,861.35,1742.98,1368.38,3408.56,1184.14,16447.21,391.74,166.29,1075.76,337.73,691.41,572.94,488.75,282.39,2751.46,161.24,433.6,506.08,867.19,666.27,411.76,28336.66,423.37,1292.46,366.49,521.01,126.34,240.18,8709.55,41298.17,818.23,376.92,1527.1,4721.4,389.68,244.5,10936.27,1766.35,354.77,585.99,307.62,847.88,404.89,699.88
